Id,SessionDateTime,CustomerAction,CustomerId,BookId,Name,BookPrice,Quantity,TotalCharges,Transaction,OrderID
80488,30:29.4,Browsed,372,18333,Music & song,5,1,5,Cancelled,A6E2B49F-9B82-47C3-8805-DF5D8A82C087
80489,30:29.4,Purchased,155,21064,The art of time,5,1,5,Completed,A6E2B49F-9B82-47C3-8805-DF5D8A82C087
80490,53:29.1,Browsed,313,18830,Party/politics,5,1,5,Cancelled,38851241-E604-460D-A935-DEBA4CB1E280
80491,53:29.1,Browsed,424,20407,Art and knowledge,5,1,5,Cancelled,38851241-E604-460D-A935-DEBA4CB1E280
80492,53:29.1,Purchased,194,15712,The little philosophy book,5,1,5,Completed,38851241-E604-460D-A935-DEBA4CB1E280
80493,53:29.1,Browsed,246,13394,Psychology,5,1,5,Cancelled,38851241-E604-460D-A935-DEBA4CB1E280
80494,53:29.1,Added to Cart,357,13764,The collecting book,5,1,5,Added to Cart,38851241-E604-460D-A935-DEBA4CB1E280
80495,39:28.9,Browsed,382,9158,Psychology,5,1,5,Cancelled,1A0836CC-21D8-4BAA-A15E-4EC2F493D0F7
80496,39:28.9,Browsed,19,18473,Desire and domestic fiction,5,1,5,Cancelled,1A0836CC-21D8-4BAA-A15E-4EC2F493D0F7
80497,39:28.9,Added to Cart,56,10374,World War I,5,1,5,Browsed,1A0836CC-21D8-4BAA-A15E-4EC2F493D0F7
80498,39:28.9,Added to Cart,479,12691,Modern poetry,5,1,5,Browsed,1A0836CC-21D8-4BAA-A15E-4EC2F493D0F7
80499,09:28.5,Browsed,120,16013,Non-renunciation,5,1,5,Cancelled,09C32021-DEA2-428A-ACFB-BA3C14763CD8
80500,09:28.5,Purchased,261,7239,Film art,5,1,5,Completed,09C32021-DEA2-428A-ACFB-BA3C14763CD8
80501,09:28.5,Added to Cart,268,9039,Austrian philosophy,5,1,5,Added to Cart,09C32021-DEA2-428A-ACFB-BA3C14763CD8
80502,19:28.1,Browsed,253,21070,The psychology of personality,5,1,5,Cancelled,103B1D99-A2F5-44B9-B816-75465097DEB8
80503,19:28.1,Browsed,312,17610,Jewish ethics  philosophy and mysticism,5,1,5,Cancelled,103B1D99-A2F5-44B9-B816-75465097DEB8
80504,19:28.1,Added to Cart,200,20842,Fifty Key Figures in Science Fiction,5,1,5,Added to Cart,103B1D99-A2F5-44B9-B816-75465097DEB8
80505,21:27.8,Added to Cart,474,5777,The OK book,5,1,5,Added to Cart,A3D56AAE-4D73-47D1-B1DF-20E6B2F44E1E
80506,21:27.8,Browsed,232,10403,History of art,5,1,5,Cancelled,A3D56AAE-4D73-47D1-B1DF-20E6B2F44E1E
80507,21:27.8,Purchased,56,374,Victims at Sarajevo,5,1,5,Completed,A3D56AAE-4D73-47D1-B1DF-20E6B2F44E1E
80508,21:27.8,Browsed,133,7036,Film art,5,1,5,Cancelled,A3D56AAE-4D73-47D1-B1DF-20E6B2F44E1E
80509,21:27.8,Browsed,220,16943,The art of war,5,1,5,Cancelled,A3D56AAE-4D73-47D1-B1DF-20E6B2F44E1E
80510,23:27.5,Added to Cart,254,6484,Nineteenth-century Scottish fiction,5,1,5,Browsed,0E924BB2-CF42-4A53-869B-AA43C15C0C8B
80511,23:27.5,Purchased,128,6810,Forms of feeling in Victorian fiction,5,1,5,Completed,0E924BB2-CF42-4A53-869B-AA43C15C0C8B
80512,23:27.5,Added to Cart,201,15135,The Oxford dictionary of philosophy,5,1,5,Browsed,0E924BB2-CF42-4A53-869B-AA43C15C0C8B
80513,23:27.5,Browsed,242,7987,The logic book,5,1,5,Cancelled,0E924BB2-CF42-4A53-869B-AA43C15C0C8B
80514,23:27.5,Purchased,445,18494,A concise economic history of the world,5,1,5,Completed,0E924BB2-CF42-4A53-869B-AA43C15C0C8B
80515,05:27.1,Added to Cart,187,8029,Science,5,1,5,Added to Cart,B57813BE-8442-4BBA-9FFF-BA9A395F6FC8
80516,05:27.1,Browsed,115,10277,Educational psychology,5,1,5,Cancelled,B57813BE-8442-4BBA-9FFF-BA9A395F6FC8
80517,05:27.1,Purchased,211,4234,Crime in wartime,5,1,5,Completed,B57813BE-8442-4BBA-9FFF-BA9A395F6FC8
80518,05:27.1,Purchased,403,20113,Post-secular philosophy,5,1,5,Completed,B57813BE-8442-4BBA-9FFF-BA9A395F6FC8
80519,07:26.8,Purchased,230,8317,Poetry for you,5,1,5,Completed,34D08E88-D64B-4858-BFB0-34C6225B2341
80520,07:26.8,Purchased,269,5603,Eighteenth-century British fiction,5,1,5,Completed,34D08E88-D64B-4858-BFB0-34C6225B2341
80521,07:26.8,Added to Cart,65,6998,Environmental science,5,1,5,Added to Cart,34D08E88-D64B-4858-BFB0-34C6225B2341
80522,07:26.8,Browsed,365,9485,The good book,5,1,5,Cancelled,34D08E88-D64B-4858-BFB0-34C6225B2341
80523,07:26.8,Purchased,375,7728,Experience music!,5,1,5,Completed,34D08E88-D64B-4858-BFB0-34C6225B2341
80524,42:26.5,Added to Cart,356,19737,Philosophy and organization,5,1,5,Added to Cart,F7671B09-200C-4C23-85EF-AF4E67F9ECD2
80525,42:26.5,Purchased,113,12784,Management,5,1,5,Completed,F7671B09-200C-4C23-85EF-AF4E67F9ECD2
80526,42:26.5,Added to Cart,424,5339,The program,5,1,5,Browsed,F7671B09-200C-4C23-85EF-AF4E67F9ECD2
80527,42:26.5,Browsed,171,19025,Medical dosage calculations,5,1,5,Cancelled,F7671B09-200C-4C23-85EF-AF4E67F9ECD2
80528,42:26.5,Purchased,275,19955,Radio drama,5,1,5,Completed,F7671B09-200C-4C23-85EF-AF4E67F9ECD2
80529,42:26.5,Browsed,414,20688,Elizabethan non-conformist exts,5,1,5,Cancelled,F7671B09-200C-4C23-85EF-AF4E67F9ECD2
80530,04:26.2,Purchased,34,14121,The conduct of science,5,1,5,Completed,55A5F6AB-4558-40AB-93B0-C6C9443709A9
80531,04:26.2,Browsed,141,2157,Social psychology,5,1,5,Cancelled,55A5F6AB-4558-40AB-93B0-C6C9443709A9
80532,04:26.2,Purchased,402,4433,Contexts of international politics,5,1,5,Completed,55A5F6AB-4558-40AB-93B0-C6C9443709A9
80533,18:25.9,Browsed,223,12861,The medical malpractice case,5,1,5,Cancelled,982EF155-4D03-45BF-B60F-E5F70CB444FC
80534,18:25.9,Purchased,155,19913,British science fiction cinema,5,1,5,Completed,982EF155-4D03-45BF-B60F-E5F70CB444FC
80535,18:25.9,Purchased,63,17551,A history of philosophy,5,1,5,Completed,982EF155-4D03-45BF-B60F-E5F70CB444FC
80536,18:25.9,Added to Cart,451,8436,Sources of world history,5,1,5,Added to Cart,982EF155-4D03-45BF-B60F-E5F70CB444FC
80537,28:25.5,Purchased,378,16739,Fiction and the reading public,5,1,5,Completed,0079A230-1024-4220-92A8-933B15A738C9
80538,28:25.5,Browsed,23,7353,Farm management,5,1,5,Cancelled,0079A230-1024-4220-92A8-933B15A738C9
80539,28:25.5,Purchased,441,5846,Medieval philosophy,5,1,5,Completed,0079A230-1024-4220-92A8-933B15A738C9
80540,28:25.5,Purchased,428,20000,The drama of leadership,5,1,5,Completed,0079A230-1024-4220-92A8-933B15A738C9
80541,28:25.5,Added to Cart,487,6801,Dictionary of British politics,5,1,5,Browsed,0079A230-1024-4220-92A8-933B15A738C9
80542,28:25.5,Added to Cart,366,3489,People and our world,5,1,5,Added to Cart,0079A230-1024-4220-92A8-933B15A738C9
80543,30:25.2,Purchased,364,12927,Music,5,1,5,Completed,3724E1D3-9A99-4E85-891D-DE5AC9F19CBE
80544,30:25.2,Purchased,22,11539,Performance Manager CMIOLP,5,1,5,Completed,3724E1D3-9A99-4E85-891D-DE5AC9F19CBE
80545,30:25.2,Purchased,271,12643,Party politics in Canada,5,1,5,Completed,3724E1D3-9A99-4E85-891D-DE5AC9F19CBE
80546,30:25.2,Purchased,216,2469,Remedial drama,5,1,5,Completed,3724E1D3-9A99-4E85-891D-DE5AC9F19CBE
80547,30:25.2,Purchased,327,5043,Political timber,5,1,5,Completed,3724E1D3-9A99-4E85-891D-DE5AC9F19CBE
80548,33:24.8,Browsed,220,17475,Companion to baroque music,5,1,5,Cancelled,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80549,33:24.8,Browsed,415,1469,Music U. S. A,5,1,5,Cancelled,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80550,33:24.8,Added to Cart,159,20630,Managing people,5,1,5,Added to Cart,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80551,33:24.8,Added to Cart,457,14806,Medical physics,5,1,5,Added to Cart,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80552,33:24.8,Browsed,335,10619,Social psychology,5,1,5,Cancelled,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80553,33:24.8,Purchased,426,9804,The psychology of music,5,1,5,Completed,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80554,33:24.8,Purchased,349,3936,Psychology and the teacher,5,1,5,Completed,AC7202AB-3FA0-496C-ADA7-1B3AFEA418FF
80555,07:24.5,Purchased,178,21098,Mathematical foundations of programming,5,1,5,Completed,B214055E-7294-4BAD-92B0-41C318D1A79A
80556,07:24.5,Added to Cart,423,11893,Teaching fiction in schools,5,1,5,Browsed,B214055E-7294-4BAD-92B0-41C318D1A79A
80557,07:24.5,Browsed,275,14116,Computer programming,5,1,5,Cancelled,B214055E-7294-4BAD-92B0-41C318D1A79A
80558,07:24.5,Added to Cart,323,2980,Arts and ideas,5,1,5,Added to Cart,B214055E-7294-4BAD-92B0-41C318D1A79A
80559,21:24.2,Purchased,148,15133,The Oxford dictionary of philosophy,5,1,5,Completed,30245603-050A-465D-98AD-43E33C548A8D
80560,21:24.2,Purchased,240,6061,The fiction tutor,5,1,5,Completed,30245603-050A-465D-98AD-43E33C548A8D
80561,19:23.8,Browsed,14,20629,The history of world cinema,5,1,5,Cancelled,43A88DDD-BBBB-4325-A367-F98BB26FB2A9
80562,19:23.8,Added to Cart,162,20962,Participative management,5,1,5,Browsed,43A88DDD-BBBB-4325-A367-F98BB26FB2A9
80563,19:23.8,Added to Cart,302,10820,Operations management,5,1,5,Added to Cart,43A88DDD-BBBB-4325-A367-F98BB26FB2A9
80564,19:23.8,Browsed,111,5332,Science fiction,5,1,5,Cancelled,43A88DDD-BBBB-4325-A367-F98BB26FB2A9
80565,19:23.8,Purchased,78,7726,Doing philosophy,5,1,5,Completed,43A88DDD-BBBB-4325-A367-F98BB26FB2A9
80566,19:23.8,Browsed,74,12881,Ward Lock's encyclopedia of music,5,1,5,Cancelled,43A88DDD-BBBB-4325-A367-F98BB26FB2A9
80567,01:23.5,Browsed,103,10420,Science & technology 1,5,1,5,Cancelled,9A6D9A1C-5FBD-4633-8FCF-9D50221D6AD4
80568,01:23.5,Added to Cart,492,19737,Philosophy and organization,5,1,5,Browsed,9A6D9A1C-5FBD-4633-8FCF-9D50221D6AD4
80569,01:23.5,Added to Cart,223,4865,India after Gandhi,5,1,5,Added to Cart,9A6D9A1C-5FBD-4633-8FCF-9D50221D6AD4
80570,03:23.2,Purchased,47,14853,Nelson language arts [5],5,1,5,Completed,753BA394-CB7D-456D-A73E-2875B65EEF43
80571,03:23.2,Purchased,330,8107,Poetry south east,5,1,5,Completed,753BA394-CB7D-456D-A73E-2875B65EEF43
80572,45:22.8,Browsed,291,9197,Madame Benoit's microwave cook book,5,1,5,Cancelled,539E9566-FADC-4DDE-A94D-67D427388ACB
80573,45:22.8,Purchased,345,6849,Contemporary management,5,1,5,Completed,539E9566-FADC-4DDE-A94D-67D427388ACB
80574,45:22.8,Purchased,72,3274,Introductory textile science,5,1,5,Completed,539E9566-FADC-4DDE-A94D-67D427388ACB
80575,00:22.6,Added to Cart,153,20210,Holocaust fiction,5,1,5,Browsed,366B9C52-1A45-4131-9A40-63803B0A104B
80576,00:22.6,Purchased,44,19719,The management of non-governmental development organizations,5,1,5,Completed,366B9C52-1A45-4131-9A40-63803B0A104B
80577,00:22.6,Browsed,388,9978,School psychology,5,1,5,Cancelled,366B9C52-1A45-4131-9A40-63803B0A104B
80578,00:22.6,Added to Cart,85,5150,Social psychology,5,1,5,Browsed,366B9C52-1A45-4131-9A40-63803B0A104B
80579,22:22.2,Purchased,498,18220,British politics,5,1,5,Completed,1EA3F495-7EA7-482F-9A8C-897A7C0B3DE9
80580,22:22.2,Purchased,318,12349,Educational psychology,5,1,5,Completed,1EA3F495-7EA7-482F-9A8C-897A7C0B3DE9
80581,22:22.2,Added to Cart,16,4207,British politics,5,1,5,Browsed,1EA3F495-7EA7-482F-9A8C-897A7C0B3DE9
80582,22:22.2,Browsed,93,19976,Kathakali dance-drama,5,1,5,Cancelled,1EA3F495-7EA7-482F-9A8C-897A7C0B3DE9
80583,56:21.9,Browsed,175,13301,Provincial politics in Canada,5,1,5,Cancelled,4AFB7FE0-52E3-44B1-82BC-F8BB49036297
80584,56:21.9,Browsed,47,12940,Music fundamentals and functional skills,5,1,5,Cancelled,4AFB7FE0-52E3-44B1-82BC-F8BB49036297
80585,56:21.9,Purchased,303,1309,The book of lights,5,1,5,Completed,4AFB7FE0-52E3-44B1-82BC-F8BB49036297
80586,56:21.9,Browsed,204,15253,Managing alcoholism,5,1,5,Cancelled,4AFB7FE0-52E3-44B1-82BC-F8BB49036297
80587,56:21.9,Added to Cart,466,3260,American poetry,5,1,5,Added to Cart,4AFB7FE0-52E3-44B1-82BC-F8BB49036297
80588,56:21.9,Added to Cart,191,20509,Magical realism in West African fiction,5,1,5,Added to Cart,4AFB7FE0-52E3-44B1-82BC-F8BB49036297
80589,58:21.6,Browsed,412,18341,Magic picture book,5,1,5,Cancelled,A5CA5ADB-68DB-4A40-9A79-E9DB9DF2AE86
80590,58:21.6,Purchased,53,20968,Concise medical parasitology,5,1,5,Completed,A5CA5ADB-68DB-4A40-9A79-E9DB9DF2AE86
80591,58:21.6,Browsed,258,8523,Great science fiction from the movies,5,1,5,Cancelled,A5CA5ADB-68DB-4A40-9A79-E9DB9DF2AE86
80592,58:21.6,Added to Cart,56,15478,Adventures with my horse,5,1,5,Browsed,A5CA5ADB-68DB-4A40-9A79-E9DB9DF2AE86
80593,08:21.2,Purchased,371,2952,The college blue book,5,1,5,Completed,3BA2758A-6469-46A2-93DC-559D10FB0511
80594,08:21.2,Purchased,267,4908,The quiet noisy book,5,1,5,Completed,3BA2758A-6469-46A2-93DC-559D10FB0511
80595,08:21.2,Added to Cart,107,12502,Functional programming with HOPE,5,1,5,Browsed,3BA2758A-6469-46A2-93DC-559D10FB0511
80596,08:21.2,Browsed,232,15042,Political Theory,5,1,5,Cancelled,3BA2758A-6469-46A2-93DC-559D10FB0511
80597,08:21.2,Purchased,274,5039,Drive-by,5,1,5,Completed,3BA2758A-6469-46A2-93DC-559D10FB0511
80598,08:21.2,Browsed,59,10074,Activities program for senior citizens,5,1,5,Cancelled,3BA2758A-6469-46A2-93DC-559D10FB0511
80599,50:20.8,Added to Cart,348,347,Murder book,5,1,5,Browsed,1BDAD977-9E95-4FA5-A7C6-1D2368AF2623
80600,50:20.8,Purchased,183,3467,The music book,5,1,5,Completed,1BDAD977-9E95-4FA5-A7C6-1D2368AF2623
80601,50:20.8,Browsed,37,15745,The philosophy of deception,5,1,5,Cancelled,1BDAD977-9E95-4FA5-A7C6-1D2368AF2623
80602,50:20.8,Browsed,363,10809,Operations management,5,1,5,Cancelled,1BDAD977-9E95-4FA5-A7C6-1D2368AF2623
80603,50:20.8,Added to Cart,369,869,Introduction to management,5,1,5,Browsed,1BDAD977-9E95-4FA5-A7C6-1D2368AF2623
80604,20:20.5,Added to Cart,33,830,The Art of knitting,5,1,5,Browsed,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80605,20:20.5,Browsed,378,18458,On modern Jewish politics,5,1,5,Cancelled,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80606,20:20.5,Browsed,394,8966,State and local politics,5,1,5,Cancelled,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80607,20:20.5,Browsed,462,14409,Political communication,5,1,5,Cancelled,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80608,20:20.5,Browsed,461,129,The silly book,5,1,5,Cancelled,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80609,20:20.5,Added to Cart,161,8249,The development of African drama,5,1,5,Added to Cart,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80610,20:20.5,Added to Cart,302,13878,Sudden fiction international,5,1,5,Added to Cart,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80611,20:20.5,Added to Cart,117,8504,Drive right,5,1,5,Added to Cart,DF2DA792-D129-4EDE-8A29-8AC71FA1408C
80612,51:20.1,Browsed,185,20228,A dictionary of modern politics,5,1,5,Cancelled,99247B16-42FE-4BF6-964E-45D0DDF6257D
80613,51:20.1,Browsed,306,6114,Understanding management,5,1,5,Cancelled,99247B16-42FE-4BF6-964E-45D0DDF6257D
80614,51:20.1,Purchased,421,20172,Global political Islam,5,1,5,Completed,99247B16-42FE-4BF6-964E-45D0DDF6257D
80615,51:20.1,Purchased,298,16135,Economic philosophy,5,1,5,Completed,99247B16-42FE-4BF6-964E-45D0DDF6257D
80616,51:20.1,Browsed,91,17630,The limits of political science,5,1,5,Cancelled,99247B16-42FE-4BF6-964E-45D0DDF6257D
80617,51:20.1,Added to Cart,475,11051,Basic problems of philosophy,5,1,5,Browsed,99247B16-42FE-4BF6-964E-45D0DDF6257D
80618,36:19.8,Browsed,174,13772,Politics is for people,5,1,5,Cancelled,E6A6C852-5572-471A-AFD3-FF9816AE7718
80619,36:19.8,Purchased,377,10239,Management,5,1,5,Completed,E6A6C852-5572-471A-AFD3-FF9816AE7718
80620,03:19.6,Purchased,450,10767,The psychology of women,5,1,5,Completed,3461BFE3-252A-43FB-A1B8-EF32136C016E
80621,03:19.6,Browsed,176,1394,The angry book,5,1,5,Cancelled,3461BFE3-252A-43FB-A1B8-EF32136C016E
80622,03:19.6,Purchased,259,20610,Philosophy of the Buddha,5,1,5,Completed,3461BFE3-252A-43FB-A1B8-EF32136C016E
80623,03:19.6,Browsed,377,9629,The politics of hope,5,1,5,Cancelled,3461BFE3-252A-43FB-A1B8-EF32136C016E
80624,03:19.6,Purchased,32,22,Modern American poetry,5,1,5,Completed,3461BFE3-252A-43FB-A1B8-EF32136C016E
80625,18:19.3,Browsed,233,11523,Comprehensive clinical psychology,5,1,5,Cancelled,49FF1E6F-4C87-44F4-B482-14AAA08905A6
80626,18:19.3,Browsed,348,6921,Music first!,5,1,5,Cancelled,49FF1E6F-4C87-44F4-B482-14AAA08905A6
80627,18:19.3,Browsed,447,16610,Fondue  flamb??? and side table cooking,5,1,5,Cancelled,49FF1E6F-4C87-44F4-B482-14AAA08905A6
80628,13:19.0,Browsed,267,6627,Opportunities in music careers,5,1,5,Cancelled,E1533BD4-C1B9-45D1-9342-70A258A6D42E
80629,13:19.0,Added to Cart,478,14116,Computer programming,5,1,5,Browsed,E1533BD4-C1B9-45D1-9342-70A258A6D42E
80630,13:19.0,Browsed,253,1796,Art in focus,5,1,5,Cancelled,E1533BD4-C1B9-45D1-9342-70A258A6D42E
80631,13:19.0,Browsed,307,6978,Cost management,5,1,5,Cancelled,E1533BD4-C1B9-45D1-9342-70A258A6D42E
80632,47:18.7,Added to Cart,376,18927,Everyday religion,5,1,5,Added to Cart,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80633,47:18.7,Browsed,305,2524,Glencoe medical insurance,5,1,5,Cancelled,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80634,47:18.7,Purchased,240,10711,Psychology,5,1,5,Completed,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80635,47:18.7,Browsed,313,20341,Fifty major political thinkers,5,1,5,Cancelled,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80636,47:18.7,Added to Cart,183,15797,Thinking musically,5,1,5,Browsed,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80637,47:18.7,Browsed,129,9452,Jake's book,5,1,5,Cancelled,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80638,47:18.7,Browsed,77,20548,European politics reconsidered,5,1,5,Cancelled,6F9D83C3-35EA-480F-B072-58A3A26D6D5A
80639,21:18.5,Added to Cart,231,16872,The volcano lover,5,1,5,Added to Cart,A2CC965B-FCDB-4F04-858E-84C6357DB4B4
80640,21:18.5,Purchased,434,12101,Personnel management,5,1,5,Completed,A2CC965B-FCDB-4F04-858E-84C6357DB4B4
80641,21:18.5,Browsed,423,759,Christmas books,5,1,5,Cancelled,A2CC965B-FCDB-4F04-858E-84C6357DB4B4
80642,21:18.5,Purchased,334,1331,Liberal arts colleges and liberal arts education,5,1,5,Completed,A2CC965B-FCDB-4F04-858E-84C6357DB4B4
80643,21:18.5,Browsed,377,7215,Educational psychology,5,1,5,Cancelled,A2CC965B-FCDB-4F04-858E-84C6357DB4B4
80644,21:18.5,Added to Cart,344,13499,Operations management,5,1,5,Browsed,A2CC965B-FCDB-4F04-858E-84C6357DB4B4
80645,16:18.2,Added to Cart,260,3453,The Music book,5,1,5,Added to Cart,7E39783A-1B86-42AC-89DC-54B5623672ED
80646,16:18.2,Browsed,499,15769,Medical miracles,5,1,5,Cancelled,7E39783A-1B86-42AC-89DC-54B5623672ED
80647,16:18.2,Browsed,209,19289,Driving over a cliff?,5,1,5,Cancelled,7E39783A-1B86-42AC-89DC-54B5623672ED
80648,14:18.0,Purchased,86,4809,Legends  lies & cherished myths of world history,5,1,5,Completed,78D868EE-A5A2-4C88-B392-6438F8FED9C8
80649,14:18.0,Browsed,485,16837,The ascent of money,5,1,5,Cancelled,78D868EE-A5A2-4C88-B392-6438F8FED9C8
80650,14:18.0,Purchased,81,12016,Child psychology,5,1,5,Completed,78D868EE-A5A2-4C88-B392-6438F8FED9C8
80651,14:18.0,Added to Cart,291,21596,Cognitive psychology,5,1,5,Browsed,78D868EE-A5A2-4C88-B392-6438F8FED9C8
80652,21:17.7,Added to Cart,498,10321,Politics in America,5,1,5,Added to Cart,1FDBAD2B-5F2B-46AB-AF1B-A2AF2056D6F9
80653,21:17.7,Purchased,448,1691,Spotlight on music,5,1,5,Completed,1FDBAD2B-5F2B-46AB-AF1B-A2AF2056D6F9
80654,21:17.7,Browsed,34,11534,Advances in political psychology,5,1,5,Cancelled,1FDBAD2B-5F2B-46AB-AF1B-A2AF2056D6F9
80655,47:17.4,Browsed,493,5621,Ethics  evil  and fiction,5,1,5,Cancelled,3EEA70FC-C238-4B1E-80AD-50D40500BC34
80656,47:17.4,Added to Cart,153,2870,The spreadsheet quality manager,5,1,5,Browsed,3EEA70FC-C238-4B1E-80AD-50D40500BC34
80657,47:17.4,Added to Cart,422,14178,Echoes 12,5,1,5,Browsed,3EEA70FC-C238-4B1E-80AD-50D40500BC34
80658,47:17.4,Added to Cart,350,14277,Art in context,5,1,5,Added to Cart,3EEA70FC-C238-4B1E-80AD-50D40500BC34
80659,47:17.4,Added to Cart,47,4797,The fish book,5,1,5,Browsed,3EEA70FC-C238-4B1E-80AD-50D40500BC34
80660,14:17.2,Added to Cart,385,15167,Half the world,5,1,5,Added to Cart,D45420E2-0D73-4ABF-B8AB-04DDB855D74A
80661,14:17.2,Browsed,296,1459,Teacher's resource book,5,1,5,Cancelled,D45420E2-0D73-4ABF-B8AB-04DDB855D74A
80662,14:17.2,Purchased,39,15464,The incident book,5,1,5,Completed,D45420E2-0D73-4ABF-B8AB-04DDB855D74A
80663,14:17.2,Purchased,147,5567,British women fiction writers  1900-1960,5,1,5,Completed,D45420E2-0D73-4ABF-B8AB-04DDB855D74A
80664,29:16.9,Added to Cart,351,21083,Politics and the American future,5,1,5,Added to Cart,659511F3-E042-42B8-B589-257E6DB2352A
80665,29:16.9,Added to Cart,475,5010,Sleepy book,5,1,5,Added to Cart,659511F3-E042-42B8-B589-257E6DB2352A
80666,29:16.9,Added to Cart,241,20119,Art Therapy and Political Violence,5,1,5,Browsed,659511F3-E042-42B8-B589-257E6DB2352A
80667,29:16.9,Added to Cart,109,13521,Doing philosophy,5,1,5,Added to Cart,659511F3-E042-42B8-B589-257E6DB2352A
80668,29:16.9,Purchased,328,21066,Contemporary medical physiology,5,1,5,Completed,659511F3-E042-42B8-B589-257E6DB2352A
80669,43:16.6,Browsed,411,21773,Health psychology,5,1,5,Cancelled,2F822847-C4AA-48BF-AA69-C1F1A08378AA
80670,43:16.6,Browsed,271,3227,The adventures of Tom Sawyer,5,1,5,Cancelled,2F822847-C4AA-48BF-AA69-C1F1A08378AA
80671,43:16.6,Added to Cart,292,1142,The last of the gentlemen adventurers,5,1,5,Added to Cart,2F822847-C4AA-48BF-AA69-C1F1A08378AA
80672,43:16.6,Added to Cart,3,10379,African religions,5,1,5,Browsed,2F822847-C4AA-48BF-AA69-C1F1A08378AA
80673,43:16.6,Browsed,90,15922,Henry Kingsley and colonial fiction,5,1,5,Cancelled,2F822847-C4AA-48BF-AA69-C1F1A08378AA
80674,49:16.3,Added to Cart,99,15571,Hellenistic philosophy of mind,5,1,5,Added to Cart,C676B98B-5BF1-4C86-A3E7-9EF5D0138892
